,Tag,Codes,simSeconds,hostSeconds
50,plus_01,"#include <stdio.h>
int main() {    

	int sum1;
    sum1 = 20 + 4;
	
    return 0;
}
",0.00033,0.21
51,plus_02,"#include <stdio.h>
int main() {    

	int sum1,sum2, sum3,sum4,sum5, sum6, sum7,sum8, sum9;
    sum1 = 20 + 4;
	sum2= 200+50;
	sum3 = 100+1;
	sum4 = 2 + 1;
	sum5= 14+0;
	sum6 = 100+10000;
	sum7 = 200 + 450;
	sum8= 2+504;
	sum9 =1+1;
	
    return 0;
}
",0.00033,0.21
52,plus_03,"#include <stdio.h>
int main() {    

	int sum1,sum2, sum3,sum4,sum5, sum6, sum7,sum8, sum9;
    sum1 = 20 + 4+646+66+987+102+478+126;
	sum2= 200+50+30+369+698745+5214+5698+545+66+3210+1025+10;
	sum3 = 100+100+100+100+1000+1058+1036+68+1;
	sum4 = 2000 + 1+9+6+3+2+3333+3214+800;
	sum5= 14+0+6+6+9+158+987+624;
	sum6 = 100+10000+2+4+8+9+145+987+632+258+10000;
	sum7 = 200 + 450+3147895+66698+5+5555214789+1;
	sum8= 2+504;
	sum9 =1+1+5987+996+3214+1;
	
    return 0;
}
",0.00033,0.21
53,plus_04,"#include <stdio.h>
int main() {    

    //int number1, number2, sum;
	int sum1, sum2, sum3;
    
    //number1 = 10;
	//number1 = 20;

    // calculate the sum
    //sum = number1 + number2;
	
    sum1 = 20 + 4;
	sum2 = sum1 + 40;
	sum3 = sum2 + 1;
    //printf(""%d + %d = %d"", number1, number2, sum);
	//printf(""%d,%d, %d"", sum1, sum2, sum3);
    return 0;
}
",0.00033,0.21
54,plus_05,"#include <stdio.h>
int main() {    

	int sum1;
    sum1 = 20 - 4;
	
    return 0;
}
",0.00033,0.21
55,plus_06,"#include <stdio.h>

int main() {
    int num1 = 10;
    int num2 = 20;
    int sum1 = num1 + num2;
    
    int num3 = 30;
    int num4 = 40;
    int sum2 = num3 + num4;
    
    int num5 = 50;
    int num6 = 60;
    int sum3 = num5 + num6;
    
    printf(""%d + %d = %d\n"", num1, num2, sum1);
    printf(""%d + %d = %d\n"", num3, num4, sum2);
    printf(""%d + %d = %d\n"", num5, num6, sum3);
    
    return 0;
}
",0.000527,0.32
56,plus_07,"#include <stdio.h>

int main() {
    int num1 = 10;
    int num2 = 20;
    int sum1 = num1 + num2;
    
    int num3 = 30;
    int num4 = 40;
    int sum2 = num3 + num4;
    
    int num5 = 50;
    int num6 = 60;
    int sum3 = num5 + num6;
    
    printf(""%d + %d = %d\n"", num1, num2, sum1);
    printf(""%d + %d = %d\n"", num3, num4, sum2);
    
    
    return 0;
}
",0.000524,0.32
57,plus_08,"#include <stdio.h>
int main() {    

	int sum1;
    sum1 = 20 + 4;
	printf(""%d"", sum1);
    return 0;
}
",0.000519,0.32
58,plus_09,"#include <stdio.h>
int main() {    

	int sum1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	printf(""%d"", sum1);
    return 0;
}
",0.000519,0.32
59,plus_10,"#include <stdio.h>
int main() {    

	int sum1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	
    return 0;
}
",0.00033,0.22
60,plus_11,"#include <stdio.h>
int main() {    

    //int number1, number2, sum;
	int sum;
    
    //number1 = 10;
	//number1 = 20;

    // calculate the sum
    //sum = number1 + number2;
	
    sum = 20 + 4;
    //printf(""%d + %d = %d"", number1, number2, sum);
	printf(""%d"", sum);
    return 0;
}
",0.000519,0.31
61,plus_12,"#include <stdio.h>
int main() {    

	int sum1,sum2, sum3,sum4,sum5, sum6, sum7,sum8, sum9;
    sum1 = 20 + 4+646+66+987+102+478+126;
	sum2= sum1+50+30+369+698745+5214+5698+545+66+3210+1025+10;
	sum3 = 100+100+100+100+1000+1058+1036+68+1;
	sum4 = 2000 + 1+9+6+3+2+3333+3214+800;
	sum5= sum4+0+6+6+9+158+987+624;
	sum6 = sum4+sum5+2+4+8+9+145+sum1+632+258+sum2;
	sum7 = sum6 + 450+3147895+66698+5+5555214789+1;
	sum8= sum7+sum6;
	sum9 =1+1+sum8+sum7+sum6+1;
	
    return 0;
}
",0.00033,0.22
62,plus_13,"#include <stdio.h>
int main() {    

	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
    return 0;
}
",0.00033,0.21
63,plus_14,"#include <stdio.h>

int main() {
    int num1 = 20;
    int num2 = 50;
    int sum1 = num1 + num2;
    int sum2 = sum1 + 10;
    return 0;
}
",0.00033,0.21
64,plus_15,"#include <stdio.h>

int main() {
    int num1 = 20;
    int num2 = 10;
    int num3 = 5;
    int num4 = 2;
    
    int sum = num1 + num2 + num3;
    int sub1 = sum - num4;
    int sub2 = num1 - num2;
    int result = sub1 + sub2 - num3;
    
    return 0;
}

",0.00033,0.21
65,plus_16,"#include <stdio.h>

int main() {
    int num1 = 1, num2 = 2, num3 = 3, num4 = 4, num5 = 5, num6 = 6, num7 = 7, num8 = 8, num9 = 9, num10 = 10;
    int num11 = 11, num12 = 12, num13 = 13, num14 = 14, num15 = 15, num16 = 16, num17 = 17, num18 = 18, num19 = 19, num20 = 20;
    int num21 = 21, num22 = 22, num23 = 23, num24 = 24, num25 = 25, num26 = 26, num27 = 27, num28 = 28, num29 = 29, num30 = 30;
    int num31 = 31, num32 = 32, num33 = 33, num34 = 34, num35 = 35, num36 = 36, num37 = 37, num38 = 38, num39 = 39, num40 = 40;
    int num41 = 41, num42 = 42, num43 = 43, num44 = 44, num45 = 45, num46 = 46, num47 = 47, num48 = 48, num49 = 49, num50 = 50;

    int result = num1 + num2 + num3 + num4 + num5 + num6 + num7 + num8 + num9 + num10 +
                 num11 + num12 + num13 + num14 + num15 + num16 + num17 + num18 + num19 + num20 +
                 num21 + num22 + num23 + num24 + num25 + num26 + num27 + num28 + num29 + num30 +
                 num31 + num32 + num33 + num34 + num35 + num36 + num37 + num38 + num39 + num40 +
                 num41 + num42 + num43 + num44 + num45 + num46 + num47 + num48 + num49 + num50;
                 
    
    return 0;
}

",0.000331,0.22
66,plus_17,"#include <stdio.h>

int main() {
    int a = 10, b = 20, c = 30, d = 40, e = 50;
    int f = a + b, g = f + c, h = g + d, i = h + e;
    int j = i + b, k = j + c, l = k + d, m = l + e;
    int n = m + b, o = n + c, p = o + d, q = p + e;
    int r = q + b, s = r + c, t = s + d, u = t + e;
    int v = u + b, w = v + c, x = w + d, y = x + e;
    int z = y + b;
    
    
    return 0;
}
",0.00033,0.21
67,plus_18,"#include <stdio.h>
int main() {    

	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1 + number2;
	sub1 = number1 - number2;
	sum1 = sum1 + sub1;
	
	int sum2,sub2, number3, number4;
	number3 = 20;
	number4=4;
    sum2 = number3 + number4;
	sub2 = number3 - number4;
	sum2 = sum2 + sub2;
	
	int sum3,sub3, number5, number6;
	number5 = 200;
	number6=400;
    sum3 = number5 + number6;
	sub3 = number5 - number6;
	sum3 = sum3 + sub3;
	
	int sum4,sub4, number7, number8;
	number7 = 845;
	number8=325;
    sum4 = number7 + number8;
	sub4 = number7 - number8;
	sum4 = sum4 + sub4;
	
	int sum5,sub5, number9, number10;
	number9 = 2;
	number10=0;
    sum5 = number9+ number10;
	sub5 = number9- number10;
	sum5 = sum5 + sub5;
	
	int sum6,sub6 number11, number12;
	number11= 20;
	number12=20;
    sum6= number1+ number2;
	sub6= number1- number2;
	sum6= sum6+ sub6
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	int sum1,sub1, number1, number2;
	number1 = 20;
	number2=4;
    sum1 = number1+ number2;
	sub1 = number1- number2;
	sum1 = sum1 + sub1;
	
	
    return 0;
}
",0.000331,0.21
68,plus_19,"#include <stdio.h>

int main() {
    int num1 = 10;
    int num2 = 20;
    int sum1 = num1 + num2;
    
    int num3 = 30;
    int num4 = 40;
    int sum2 = num3 + num4;
    
    int num5 = 50;
    int num6 = 60;
    int sum3 = num5 + num6;
    
    printf(""%d + %d = %d\n"", num1, num2, sum1);
    
    
    
    return 0;
}
",0.000522,0.32
69,plus_20,"#include <stdio.h>

int main() {
    int a = 10;
    int b = 20;
    int c = 30;
    int d = 40;
    int e = 50;
    int f = 60;
    int g = 70;
    int h = 80;
    int i = 90;
    int j = 100;
    int k = 110;
    int l = 120;
    int m = 130;
    int n = 140;
    int o = 150;
    int p = 160;
    int q = 170;
    int r = 180;
    int s = 190;
    int t = 200;
    int u = a + b;
    int v = c + d;
    int w = e + f;
    int x = g + h;
    int y = i + j;
    int z = k + l;
    int aa = m + n;
    int ab = o + p;
    int ac = q + r;
    int ad = s + t;
    int ae = u + v;
    int af = w + x;
    int ag = y + z;
    int ah = aa + ab;
    int ai = ac + ad;
    int aj = ae + af;
    int ak = ag + ah;
	int am = a + n;
    int an = a + p;
    int ao = b + r;
    int ap = a + t;
    int aq = b + v;
    int ar = v + x;
    int as = x + z;
    int at = ab + ac;
    int au = v + ad;
    int av = o + af;
    int aw = a + ah;
    int sum = ai + aj + ak;
    
    return 0;
}
",0.000331,0.22
70,plus_21,"#include <stdio.h>

int main() {
    int num1 = 50;
    int num2 = 30;
    int result = num1 - num2;
   

    int num3 = 25;
    int num4 = 15;
    result = num3 - num4;
   

    int num5 = 40;
    int num6 = 20;
    result = num5 - num6;
   

    int num7 = 35;
    int num8 = 10;
    result = num7 - num8;
   

    int num9 = 55;
    int num10 = 45;
    result = num9 - num10;
    

    int num11 = 70;
    int num12 = 60;
    result = num11 - num12;
    

    int num13 = 90;
    int num14 = 80;
    result = num13 - num14;
    

    int num15 = 95;
    int num16 = 65;
    result = num15 - num16;
    

    int num17 = 100;
    int num18 = 90;
    result = num17 - num18;
   

    int num19 = 75;
    int num20 = 55;
    result = num19 - num20;
    

    return 0;
}
",0.00033,0.21
71,plus_22,"#include <stdio.h>

int main() {
    int num1 = 50;
    int num2 = 30;
    int result = num1 - num2;
    printf(""%d - %d = %d\n"", num1, num2, result);

    int num3 = 25;
    int num4 = 15;
    result = num3 - num4;
    printf(""%d - %d = %d\n"", num3, num4, result);

    int num5 = 40;
    int num6 = 20;
    result = num5 - num6;
    printf(""%d - %d = %d\n"", num5, num6, result);

    int num7 = 35;
    int num8 = 10;
    result = num7 - num8;
    printf(""%d - %d = %d\n"", num7, num8, result);

    int num9 = 55;
    int num10 = 45;
    result = num9 - num10;
    printf(""%d - %d = %d\n"", num9, num10, result);

    int num11 = 70;
    int num12 = 60;
    result = num11 - num12;
    printf(""%d - %d = %d\n"", num11, num12, result);

    int num13 = 90;
    int num14 = 80;
    result = num13 - num14;
    printf(""%d - %d = %d\n"", num13, num14, result);

    int num15 = 95;
    int num16 = 65;
    result = num15 - num16;
    printf(""%d - %d = %d\n"", num15, num16, result);

    int num17 = 100;
    int num18 = 90;
    result = num17 - num18;
    printf(""%d - %d = %d\n"", num17, num18, result);

    int num19 = 75;
    int num20 = 55;
    result = num19 - num20;
    printf(""%d - %d = %d\n"", num19, num20, result);

    return 0;
}
",0.000548,0.34
72,plus_23,"#include <stdio.h>

int main() {
    int num1 = 50;
    int num2 = 20;
    int num3 = 10;
    int num4 = 15;
    int num5 = 5;
    int num6 = 30;
    int num7 = 25;
    int num8 = 8;
    int num9 = 12;
    int num10 = 7;
    int num11 = 3;
    int num12 = 18;
    int num13 = 4;
    int num14 = 9;
    int num15 = 2;
    
    int result1 = num1 - num2;
    int result2 = num3 - result1;
    int result3 = num4 - result2;
    int result4 = num5 - result3;
    int result5 = num6 - result4;
    int result6 = num7 - result5;
    int result7 = num8 - result6;
    int result8 = num9 - result7;
    int result9 = num10 - result8;
    int result10 = num11 - result9;
    int result11 = num12 - result10;
    int result12 = num13 - result11;
    int result13 = num14 - result12;
    int result14 = num15 - result13;
    
   
    
    return 0;
}
",0.00033,0.21
73,plus_25,"#include <stdio.h>

#define SIZE 5

int main() {
    int v1[SIZE] = {1, 2, 3, 4, 5};
    int v2[SIZE] = {10, 20, 30, 40, 50};
    int result[SIZE];

    // Add the vectors without loop
    int *p1 = v1, *p2 = v2, *p3 = result;
    *p3++ = *p1++ + *p2++;
    *p3++ = *p1++ + *p2++;
    *p3++ = *p1++ + *p2++;
    *p3++ = *p1++ + *p2++;
    *p3++ = *p1++ + *p2++;

    return 0;
}
",0.00033,0.21
74,plus_26,"#include <stdio.h>

#define SIZE 6

int main() {
    int v1[SIZE] = {1, 2, 3, 4, 5, 6};
    int v2[SIZE] = {2, 4, 6, 8, 10, 12};
    int v3[SIZE] = {3, 6, 9, 12, 15, 18};
    int v4[SIZE] = {4, 8, 12, 16, 20, 24};
    int v5[SIZE] = {5, 10, 15, 20, 25, 30};
    int v6[SIZE] = {6, 12, 18, 24, 30, 36};
    
    int r1[SIZE], r2[SIZE], r3[SIZE], r4[SIZE], r5[SIZE];

    r1[0] = v1[0] + v2[0];
    r1[1] = v1[1] + v2[1];
    r1[2] = v1[2] + v2[2];
    r1[3] = v1[3] + v2[3];
    r1[4] = v1[4] + v2[4];
    r1[5] = v1[5] + v2[5];

    r2[0] = r1[0] + v3[0];
    r2[1] = r1[1] + v3[1];
    r2[2] = r1[2] + v3[2];
    r2[3] = r1[3] + v3[3];
    r2[4] = r1[4] + v3[4];
    r2[5] = r1[5] + v3[5];

    r3[0] = r2[0] + v4[0];
    r3[1] = r2[1] + v4[1];
    r3[2] = r2[2] + v4[2];
    r3[3] = r2[3] + v4[3];
    r3[4] = r2[4] + v4[4];
    r3[5] = r2[5] + v4[5];

    r4[0] = r3[0] + v5[0];
    r4[1] = r3[1] + v5[1];
    r4[2] = r3[2] + v5[2];
    r4[3] = r3[3] + v5[3];
    r4[4] = r3[4] + v5[4];
    r4[5] = r3[5] + v5[5];

    r5[0] = r4[0] + v6[0];
    r5[1] = r4[1] + v6[1];
    r5[2] = r4[2] + v6[2];
    r5[3] = r4[3] + v6[3];
    r5[4] = r4[4] + v6[4];
    r5[5] = r4[5] + v6[5];
return 0;
}
",0.000331,0.22
75,plus_27,"#include <stdio.h>

#define ROWS 3
#define COLS 3

int main() {
    int matrix1[ROWS][COLS] = {{1, 2, 3},
                               {4, 5, 6},
                               {7, 8, 9}};
                               
    int matrix2[ROWS][COLS] = {{9, 8, 7},
                               {6, 5, 4},
                               {3, 2, 1}};
                               
    int result[ROWS][COLS];
    
    // Element-wise subtraction
    result[0][0] = matrix1[0][0] - matrix2[0][0];
    result[0][1] = matrix1[0][1] - matrix2[0][1];
    result[0][2] = matrix1[0][2] - matrix2[0][2];
    
    result[1][0] = matrix1[1][0] - matrix2[1][0];
    result[1][1] = matrix1[1][1] - matrix2[1][1];
    result[1][2] = matrix1[1][2] - matrix2[1][2];
    
    result[2][0] = matrix1[2][0] - matrix2[2][0];
    result[2][1] = matrix1[2][1] - matrix2[2][1];
    result[2][2] = matrix1[2][2] - matrix2[2][2];
    
   
    
    return 0;
}
",0.00033,0.22
76,plus_28,"#include <stdio.h>

#define ROWS 5
#define COLS 5

int main() {
    int mat1[ROWS][COLS] = {{1, 2, 3, 4, 5},
                            {6, 7, 8, 9, 10},
                            {11, 12, 13, 14, 15},
                            {16, 17, 18, 19, 20},
                            {21, 22, 23, 24, 25}};
    int mat2[ROWS][COLS] = {{5, 4, 3, 2, 1},
                            {10, 9, 8, 7, 6},
                            {15, 14, 13, 12, 11},
                            {20, 19, 18, 17, 16},
                            {25, 24, 23, 22, 21}};
    int result[ROWS][COLS];

    // Subtract the matrices
    result[0][0] = mat1[0][0] - mat2[0][0];
    result[0][1] = mat1[0][1] - mat2[0][1];
    result[0][2] = mat1[0][2] - mat2[0][2];
    result[0][3] = mat1[0][3] - mat2[0][3];
    result[0][4] = mat1[0][4] - mat2[0][4];

    result[1][0] = mat1[1][0] - mat2[1][0];
    result[1][1] = mat1[1][1] - mat2[1][1];
    result[1][2] = mat1[1][2] - mat2[1][2];
    result[1][3] = mat1[1][3] - mat2[1][3];
    result[1][4] = mat1[1][4] - mat2[1][4];

    result[2][0] = mat1[2][0] - mat2[2][0];
    result[2][1] = mat1[2][1] - mat2[2][1];
    result[2][2] = mat1[2][2] - mat2[2][2];
    result[2][3] = mat1[2][3] - mat2[2][3];
    result[2][4] = mat1[2][4] - mat2[2][4];

    result[3][0] = mat1[3][0] - mat2[3][0];
    result[3][1] = mat1[3][1] - mat2[3][1];
    result[3][2] = mat1[3][2] - mat2[3][2];
    result[3][3] = mat1[3][3] - mat2[3][3];
    result[3][4] = mat1[3][4] - mat2[3][4];
	
	result[4][0] = mat1[4][0] - mat2[4][0];
    result[4][1] = mat1[4][1] - mat2[4][1];
    result[4][2] = mat1[4][2] - mat2[4][2];
    result[4][3] = mat1[4][3] - mat2[4][3];
    result[4][4] = mat1[4][4] - mat2[4][4];

       return 0;
}
",0.000331,0.22
